recipe_urls,recipe_name,ingredients
https://www.jamieoliver.com/recipes/fish-recipes/roast-salmon-salad/,Roast salmon salad,"['potato', 'bean', 'salmon fillet', 'lemon', 'yoghurt']"
https://www.jamieoliver.com/recipes/lamb-recipes/roast-rack-of-lamb-with-crushed-potatoes/,Roast rack of lamb with crushed potatoes,"['anya potato', 'tomato', 'kalamata', 'rack lamb']"
https://www.jamieoliver.com/recipes/lamb-recipes/roast-leg-of-lamb-with-aubergines-and-onions/,Roast leg of lamb,"['lamb', 'purple aubergine normal', 'onion', 'tomato', 'plum tomato', 'wine', 'fillet']"
https://www.jamieoliver.com/recipes/chicken-recipes/roast-chicken-with-lemon-and-rosemary-roast-potatoes/,Roast chicken with lemon and rosemary roast potatoes,"['chicken', 'potato', 'lemon preferably unwaxed', 'bacon']"
https://www.jamieoliver.com/recipes/vegetables-recipes/roast-carrot-and-avocado-salad-with-orange-and-lemon-dressing/,Roast carrot & avocado salad with orange & lemon dressing,"['differently coloured carrot their leafy top', 'wine', 'orange', 'lemon', 'avocado', 'wine', 'ciabatta other bread', 'winter salad radicchio cavolo nero spun', 'cress', 'yoghurt']"
https://www.jamieoliver.com/recipes/beef-recipes/reuben-ish-sandwich/,Reuben-ish sandwich,"['rye bread', 'mayonnaise', 'sauerkraut', 'pastrami', 'gherkin', 'swiss cheese']"
https://www.jamieoliver.com/recipes/bread-recipes/red-grape-pizza-with-honey-rosemary-and-pecorino/,"Red grape pizza with honey, rosemary and pecorino","['yeast sachet', 'tepid', 'bread flour', 'generous', 'lug', 'grape', 'cheese']"
https://www.jamieoliver.com/recipes/fish-recipes/rainbow-trout-with-horseradish-yoghurt-balsamic-beets/,Rainbow trout with horseradish yoghurt & balsamic beets,"['potato one', 'rainbow trout fillet boned', 'yoghurt', 'lemon', 'creamed horseradish', 'jarred beetroot', 'spun']"
https://www.jamieoliver.com/recipes/pasta-recipes/quick-tomato-macaroni-cheese/,Quick tomato macaroni cheese,"['macaroni', 'bread preferably making', 'super tomato', 'tomato', 'parmesan cheese', 'single cream', 'wine', 'milk mozzarella up']"
https://www.jamieoliver.com/recipes/pasta-recipes/quick-sausage-meatballs-with-a-tomato-and-basil-sauce-spaghetti-and-sweet-raw-peas/,"Quick sausage meatballs with a tomato & basil sauce, spaghetti & sweet raw peas","['pork sausage', 'spaghetti', 'pea their', 'block parmesan cheese', 'tomato', 'plum tomato']"
https://www.jamieoliver.com/recipes/beef-recipes/pytt-y-panna-little-pieces-in-a-pan/,Pytt y panna (Little pieces in a pan),"['bacon bacon', 'regular sausage', 'brisket other meat', 'salami', 'onion', 'carrot', 'potato scrubbed clean', 'egg', 'pickle', 'chive']"
https://www.jamieoliver.com/recipes/pasta-recipes/spicy-sausage-fusilli/,Spicy sausage fusilli,"['cumberland sausage pork mince', 'wine', 'lemon', 'fusilli penne', 'parmesan cheese serving']"
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-stuffed-spicy-fish-with-vermicelli/,Prawn-stuffed spicy fish with vermicelli,"['vermicelli', 'courgette', 'tomato', 'preserved lemon homemade preserved', 'harissa', 'other fish snapper cod fin cavity open', 'prawn']"
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-stuffed-flatfish/,Prawn-stuffed flatfish,"['lemon dover plaice turbot brill', 'onion', 'lemon', 'prawn', 'wine']"
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-and-watermelon-salad/,Prawn and watermelon salad,"['lime', 'prawn', 'cashew', 'sesame', 'spinach', 'watermelon', 'onion', 'sesame']"
https://www.jamieoliver.com/recipes/fish-recipes/pouting-fish-fingers-sweet-potato-chips-cheat-s-basil-mayo/,"Pouting fish fingers, sweet potato chips & cheat’s basil mayo","['pouting whiting fillet scaled boned', 'flour', 'egg', 'lemon', 'potato chip', 'potato scrubbed clean lengthways', 'mayo', 'lemon', 'mayonnaise made egg', 'yoghurt']"
https://www.jamieoliver.com/recipes/fish-recipes/potato-salad-with-smoked-salmon-and-horseradish-cr-me-fraiche/,Potato salad with smoked salmon & horseradish crème fraîche,"['potato', 'lemon', 'wine', 'soaked', 'horseradish horseradish', 'creme fraiche', 'top', 'salmon']"
https://www.jamieoliver.com/recipes/eggs-recipes/potato-and-chorizo-omelette-with-a-kinda-parsley-salad/,Potato and chorizo omelette with a kinda parsley salad,"['waxy potato scrubbed', 'egg', 'iberico chorizo sausage', 'shallot very', 'lemon']"
https://www.jamieoliver.com/recipes/lamb-recipes/pot-roasted-shoulder-of-lamb-with-roasted-butternut-squash-and-sweet-red-onions/,Pot-roasted shoulder of lamb with roasted butternut squash and sweet red onions,"['lamb deboned untied', 'dessertspoon', 'onion', 'cranberry', 'butternut squash', 'onion', 'lemon', 'yoghurt']"
https://www.jamieoliver.com/recipes/pork-recipes/pot-roast-pork/,Pot roast pork,"['onion', 'loin pork rolled tied', 'butter', 'fig', 'wineglass marsala', 'chicken stock', 'creme fraiche']"
https://www.jamieoliver.com/recipes/pork-recipes/posh-roast-pork-party-kebabs/,Posh roast pork party kebabs,"['rolled pork loin pork loin at', 'salad', 'yoghurt', 'lemon', 'pitta bread']"
https://www.jamieoliver.com/recipes/pork-recipes/pork-loin-with-a-great-herby-stuffing/,Pork loin with a great herby stuffing,"['pork loin rib out', 'sourdough rustic bread', 'onion']"
https://www.jamieoliver.com/recipes/pork-recipes/pork-belly-roast/,Pork belly roast,"['pork belly', 'carrot', 'celery', 'onion', 'wine', 'flour']"
https://www.jamieoliver.com/recipes/chicken-recipes/poached-chicken-and-vegetable-soup/,Poached chicken and vegetable soup,"['chicken', 'carrot', 'heart celery reserved', 'potato', 'pea', 'leek']"
https://www.jamieoliver.com/recipes/bread-recipes/smoked-pancetta-mozzarella-fresh-chilli-and-tomatoes-pizza-topping/,"Smoked pancetta, mozzarella, fresh chilli and tomatoes pizza topping","['tomato', 'mozzarella', 'pancetta']"
https://www.jamieoliver.com/recipes/bread-recipes/slow-roasted-shredded-pork-with-thyme-taleggio-and-lemon-dressed-rocket-pizza-dressing/,"Slow-roasted shredded pork with thyme, Taleggio and lemon-dressed rocket pizza dressing","['pork', 'pork', 'each pizza topping', 'tomato', 'taleggio', 'lemon']"
https://www.jamieoliver.com/recipes/bread-recipes/potatoes-mozzarella-rosemary-thyme-and-tomato-pizza-topping/,"Potatoes, mozzarella, rosemary, thyme and tomato pizza topping","['tomato', 'potato', 'tip', 'lemon', 'mozzarella']"
https://www.jamieoliver.com/recipes/bread-recipes/mozzarella-anchovies-chilli-capers-and-parsley-pizza-topping/,"Mozzarella, anchovies, chilli, capers and parsley pizza topping","['fillet', 'salty', 'lemon', 'tomato', 'mozzarella']"
https://www.jamieoliver.com/recipes/bread-recipes/green-and-red-grapes-rosemary-pine-nuts-and-ricotta-pizza-topping/,"Green and red grapes, rosemary, pine nuts and ricotta pizza topping","['grape', 'sugar', 'wine', 'crumbly ricotta']"
https://www.jamieoliver.com/recipes/bread-recipes/egg-prosciutto-artichokes-olives-mozzarella-tomato-sauce-and-basil-pizza-topping/,"Egg, prosciutto, artichokes, olives, mozzarella, tomato sauce and basil pizza topping","['tomato', 'artichoke', 'prosciutto', 'stone', 'egg', 'mozzarella']"
https://www.jamieoliver.com/recipes/chicken-recipes/perfect-roast-chicken/,Perfect roast chicken,"['chicken', 'onion', 'carrot', 'celery', 'lemon']"
https://www.jamieoliver.com/recipes/pasta-recipes/penne-with-tomato-basil-olives-and-pecorino/,"Penne with tomato, basil, olives and pecorino","['pomodorino tomato', 'penne', 'stoned', 'cheese']"
https://www.jamieoliver.com/recipes/rice-recipes/pea-and-goat-s-cheese-risotto/,Pea and goat’s cheese risotto,"['chicken vegetable stock', 'butter', 'onion', 'bacon matchstick', 'risotto rice', 'wine', 'pea', 'crumbly cheese', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/pasta-recipes/pasta-peperonata/,Pasta peperonata,"['onion', 'wine', 'parmesan cheese', 'mascarpone cheese creme fraiche', 'penne spaghetti']"
https://www.jamieoliver.com/recipes/vegetables-recipes/spicy-squash-soup/,Spicy squash soup,"['chicken vegetable stock', 'lime', 'lemongrass squashed back knife', 'five', 'onion', 'butternut acorn squash', 'rice', 'coconut milk', 'lime']"
https://www.jamieoliver.com/recipes/pasta-recipes/parsnip-and-pancetta-tagliatelle-with-parmesan-and-butter/,Parsnip and pancetta tagliatelle with parmesan and butter,"['pancetta cured bacon', 'summer savory', 'butter', 'parsnip', 'tagliatelle', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/game-recipes/pan-seared-venison-with-blueberries-shallots-and-red-wine/,"Pan-seared venison with blueberries, shallots and red wine","['juniper berry', 'venison loin', 'shallot', 'glass wine', 'blueberry', 'butter']"
https://www.jamieoliver.com/recipes/fish-recipes/pan-roasted-salmon-with-purple-sprouting-broccoli-and-anchovy-rosemary-sauce/,Pan-roasted salmon with purple sprouting broccoli and anchovy-rosemary sauce,"['very', 'fillet', 'lemon', 'salmon', 'salmon fillet pinboned', 'purple sprouting broccoli']"
https://www.jamieoliver.com/recipes/fish-recipes/pan-fried-lemon-sole-fillets-with-salsa-verde/,Pan-fried lemon sole fillets with salsa verde,"['gherkin', 'fillet', 'wine', 'potato scrubbed', 'double sole fillet pinboned', 'flour', 'purple sprouting broccoli', 'butter', 'lemon']"
https://www.jamieoliver.com/recipes/fish-recipes/pan-cooked-asparagus-and-mixed-fish/,Pan-cooked asparagus & mixed fish,"['mullet snapper fillet', 'royal bream fillet bass fillet', 'squid tentacle', 'scallop scored criss cross', 'asparagus spear woody end', 'tip', 'lemon', 'top']"
https://www.jamieoliver.com/recipes/seafood-recipes/paella/,Paella,"['chicken thigh', 'flour', 'chorizo', 'onion', 'pancetta bacon', 'chicken stock', 'paella rice', 'squid', 'pea', 'king prawn', 'mussel', 'lemon']"
https://www.jamieoliver.com/recipes/pasta-recipes/oven-baked-rigatoni-with-wild-boar-salami/,Oven-baked rigatoni with wild boar salami,"['lug', 'boar salami use napoli', 'onion', 'tomato', 'creme fraiche', 'rigatoni', 'ball buffalo mozzarella']"
https://www.jamieoliver.com/recipes/pork-recipes/oriental-pork-with-noodles/,Oriental pork with noodles,"['pork fillet', 'szechuan', 'oyster mushroom', 'shiitake mushroom', 'onion', 'pak choi', 'egg noodle', 'sesame', 'sunflower', 'beansprouts', 'fish', 'oyster', 'chicken stock', 'soy']"
https://www.jamieoliver.com/recipes/seafood-recipes/omega-3-and-couscous/,Omega 3 and couscous,"['mullet sardine filleted pinboned', 'onion', 'herby top reserved', 'couscous', 'tomato', 'fillet', 'lemon zested', 'yoghurt']"
https://www.jamieoliver.com/recipes/pork-recipes/neck-fillet-steak/,Neck fillet steak,"['pork neck fillet steak', 'lemon']"
https://www.jamieoliver.com/recipes/vegetables-recipes/my-favourite-ribollita-la-mia-ribollita-preferita/,My favourite ribollita (La mia ribollita preferita),"['zolfini cannellini bean soaked overnight', 'tomato', 'potato', 'onion', 'carrot', 'celery', 'plum tomato', 'cavolo nero', 'stale bread']"
https://www.jamieoliver.com/recipes/seafood-recipes/my-favourite-paella/,My favourite paella,"['iberico chorizo sausage approximately thickly', 'pork belly', 'onion', 'clam mussel scrubbed clean debearded', 'paella rice', 'jarred', 'tomato', 'chicken vegetable stock', 'prawn', 'squid', 'bean very at an angle', 'lemon']"
https://www.jamieoliver.com/recipes/lamb-recipes/moroccan-style-lamb-burgers/,Moroccan-style lamb burgers,"['lamb', 'burger bun', 'yoghurt', 'harissa paste', 'lemon', 'rub', 'ra el hanout masala']"
https://www.jamieoliver.com/recipes/lamb-recipes/moroccan-lamb-stew/,Moroccan lamb stew,"['lamb neck fillet', 'potato', 'onion', 'plum tomato', 'apricot', 'couscous', 'wine', 'yoghurt']"
https://www.jamieoliver.com/recipes/beef-recipes/melt-in-your-mouth-shin-stew/,Melt-in-your-mouth shin stew,"['onion', 'carrot', 'celery', 'unpeeled', 'porcini', 'shin beef', 'flour', 'plum tomato', 'chianti']"
https://www.jamieoliver.com/recipes/lamb-recipes/mediterranean-braised-lamb-and-couscous/,Mediterranean braised lamb and couscous,"['onion', 'vegetable', 'lamb', 'tomato puree', 'tomato base plum tomato', 'couscous', 'couscous', 'vegetable stock']"
https://www.jamieoliver.com/recipes/pasta-recipes/mediterranean-style-herring-linguine/,Mediterranean-style herring linguine,"['linguine', 'herring fillet', 'tomato vine', 'lemon', 'butter']"
https://www.jamieoliver.com/recipes/fish-recipes/mediterranean-style-dab/,Mediterranean-style dab,"['dab gutted', 'bacon', 'lemon', 'vine', 'stone', 'salad radicchio chicory spun']"
https://www.jamieoliver.com/recipes/pasta-recipes/mackerel-pasta-salad/,Mackerel pasta salad,"['bean topped but not tailed', 'farfalle other pasta', 'stone', 'lemon', 'mackerel', 'tomato']"
https://www.jamieoliver.com/recipes/pasta-recipes/macaroni-cheese/,Macaroni cheese,"['macaroni', 'marjoram', 'parmesan cheese', 'fontina taleggio cheese', 'mascarpone cheese', 'ball buffalo mozzarella cheese']"
https://www.jamieoliver.com/recipes/beef-recipes/louie-and-gennaro-s-ultimate-cheeseburgers/,Louie and Gennaro’s ‘ultimate’ cheeseburgers,"['onion', 'chuck steak', 'tied together', 'melting cheddar', 'bacon', 'sesame bun', 'mayo', 'mayonnaise made egg', 'relish', 'lemon']"
https://www.jamieoliver.com/recipes/pasta-recipes/lemon-linguine/,Lemon linguine,"['linguine', 'sicilian lemon', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/fish-recipes/leigh-on-sea-sole/,Leigh-on-Sea sole,"['cockle clam', 'bacon', 'butter', 'dover sole skinned', 'shrimp prawn', 'chive', 'lemon']"
https://www.jamieoliver.com/recipes/lamb-recipes/leg-of-lamb-stuffed-with-olives-bread-pine-nuts-and-herbs-cosciotto-d-agnello-ripieno-di-olive-pane-pinoli-e-erbe-aromatiche/,"Leg of lamb stuffed with olives, bread, pine nuts and herbs (Cosciotto d'agnello ripieno di olive, pane, pinoli e erbe aromatiche)","['unpeeled', 'pancetta', 'fillet', 'rustic bread', 'stone', 'lamb', 'roasting potato', 'wine']"
https://www.jamieoliver.com/recipes/lamb-recipes/lamb-balti/,Lamb balti,"['casserole lamb', 'lime', 'greek yoghurt', 'sesame', 'potato but not', 'bean topped but not tailed snapped', 'date', 'balti', 'vegetable stock', 'raita', 'cucumber', 'lemon', 'creme fraiche']"
https://www.jamieoliver.com/recipes/beef-recipes/jools-s-favourite-beef-stew/,Jools’s favourite beef stew,"['onion', 'parsnip', 'butternut squash', 'jerusalem artichoke', 'butter', 'carrot', 'stewing steak beef skirt', 'flour', 'potato', 'tomato puree', 'wine', 'beef vegetable stock', 'lemon']"
https://www.jamieoliver.com/recipes/pork-recipes/jerk-dressed-bristol-pork/,Jerk-dressed Bristol pork,"['pork', 'generous', 'generous', 'jerk salsa', 'scotch bonnet', 'onion', 'allspice', 'lime']"
https://www.jamieoliver.com/recipes/chicken-recipes/jerk-poussins/,Jerk poussins,"['poussin', 'allspice', 'lime', 'yoghurt', 'reserved']"
https://www.jamieoliver.com/recipes/lamb-recipes/incredible-roasted-shoulder-of-lamb-with-smashed-veg-and-greens/,Incredible roasted shoulder of lamb with smashed veg & greens,"['bulbof', 'lamb hogget', 'seasonal savoy brussels cavolo nero', 'smashed veg', 'potato', 'carrot', 'swede', 'butter', 'flour', 'chicken vegetable stock', 'wine']"
https://www.jamieoliver.com/recipes/chicken-recipes/hunter-s-chicken-stew-pollo-alla-cacciatora/,Hunter's chicken stew (Pollo alla cacciatora),"['jointed use equivalent amount chicken', 'chianti', 'flour', 'fillet', 'stoned', 'plum tomato']"
https://www.jamieoliver.com/recipes/vegetables-recipes/humble-home-cooked-beans/,Humble home-cooked beans,"['borlotti cannellini bean soaked at least hour', 'unpeeled', 'celery', 'potato', 'tomato', 'wine', 'sourdough bread']"
https://www.jamieoliver.com/recipes/fish-recipes/hot-tuna-salad-with-basil-dressing/,Hot tuna salad with basil dressing,"['apsaragus use bean', 'tomato', 'kept one side', 'stone', 'lemon', 'tuna steak', 'yoghurt']"
https://www.jamieoliver.com/recipes/fish-recipes/hot-smoked-salmon-with-an-amazing-chilli-salsa/,Hot smoked salmon with an amazing chilli salsa,"['salmon fillet', 'lime', 'salsa', 'tomato', 'cucumber', 'lime', 'onion', 'avocado']"
https://www.jamieoliver.com/recipes/seafood-recipes/highland-mussels-juicy-whisky-creamy/,Highland mussels - juicy whisky creamy,"['mussel', 'leek', 'celery', 'butter', 'undyed haddock off boned', 'shot whisky each', 'single cream', 'hunk sourdough bread']"
https://www.jamieoliver.com/recipes/chicken-recipes/herb-marinated-chicken/,Herb marinated chicken,"['spatchcocked chicken about chicken breast', 'summer savory', 'left', 'lemon', 'glass chardonnay']"
https://www.jamieoliver.com/recipes/fish-recipes/harissa-sardines-with-couscous-salad/,Harissa sardines with couscous salad,"['sardine', 'harissa paste', 'lemon', 'yoghurt', 'spun', 'couscous', 'couscous', 'stone', 'onion', 'feta cheese']"
https://www.jamieoliver.com/recipes/lamb-recipes/guinness-lamb-shank/,Guinness lamb shanks,"['onion', 'raisin', 'marmalade', 'tomato', 'serving', 'guinness smooth ale', 'lamb shank', 'chicken stock', 'rapeseed', 'onion']"
https://www.jamieoliver.com/recipes/fish-recipes/grilled-or-roasted-monkfish-with-black-olive-sauce-and-lemon-mash/,Grilled or roasted monkfish with black olive sauce and lemon mash,"['lemon', 'monkish fillet', 'stoned very', 'marjoram', 'heart celery', 'lemon', 'lug', 'lemon mash', 'floury potato', 'milk', 'lemon']"
https://www.jamieoliver.com/recipes/rice-recipes/grilled-mushroom-risotto/,Grilled mushroom risotto,"['onion', 'celery', 'risotto rice', 'vermouth wine', 'mushroom', 'tarragon', 'lemon', 'butter', 'parmesan cheese serving', 'chicken vegetable stock', 'porcini mushroom']"
https://www.jamieoliver.com/recipes/cheese-recipes/grilled-marinated-mozzarella-with-crunchy-bread-smoked-bacon-and-a-black-olive-and-lemon-dressing/,"Grilled marinated mozzarella with crunchy bread, smoked bacon and a black olive and lemon dressing","['ciabatta bread', 'cured smoke pancetta', 'lemon', 'buffalo mozzarella cheese', 'stone', 'lemon']"
https://www.jamieoliver.com/recipes/lamb-recipes/grilled-lamb-kofta-kebabs-with-pistachios-and-spicy-salad-wrap/,Grilled lamb kofta kebabs with pistachios & spicy salad wrap,"['neck fillet lamb', 'sumac lemon', 'pistachio', 'salad romaine endive spun', 'onion very', 'lemon', 'flatbread tortilla wrap', 'yoghurt']"
https://www.jamieoliver.com/recipes/beef-recipes/grilled-fillet-steak-with-the-creamiest-white-beans-and-leeks/,Grilled fillet steak with the creamiest white beans and leeks,"['leek', 'wineglass wine', 'butter bean', 'yoghurt', 'peppery', 'well marbled fillet steak', 'lemon']"
https://www.jamieoliver.com/recipes/fish-recipes/grilled-cod-with-pancetta-and-pea-mash/,Roasted cod with pancetta & pea mash,"['cod fillet about', 'pancetta', 'lemon', 'potato', 'garden pea', 'butter', 'milk']"
https://www.jamieoliver.com/recipes/pork-recipes/grilled-and-roasted-pork-maiale-alla-griglia-e-arrosto/,Grilled and roasted pork (Maiale alla griglia e arrosto),"['pork loin', 'wine']"
https://www.jamieoliver.com/recipes/game-recipes/grilled-and-marinated-rabbit-coniglio-marinato-alla-griglia/,Grilled and marinated rabbit (Coniglio marinato alla griglia),"['rabbit preferably jointed', 'lemon', 'pancetta']"
https://www.jamieoliver.com/recipes/fish-recipes/griddled-mackerel-with-a-courgette-and-bean-salad/,Griddled mackerel with a courgette and bean salad,"['courgette', 'eyed bean', 'mackerel fillet', 'lemon']"
https://www.jamieoliver.com/recipes/pork-recipes/green-chilli/,Green chilli,"['pork mince', 'onion', 'tomato', 'romaine lettuce spun', 'onion', 'packet flour tortilla', 'lime', 'soured cream yoghurt']"
https://www.jamieoliver.com/recipes/pork-recipes/gennaro-s-stuffed-porchetta/,Gennaro's stuffed porchetta,"['boned pork butterflied', 'stuffing', 'onion', 'chicken liver', 'pork mince', 'raisin', 'wineglass wine mulled wine bit stuffing', 'carrot']"
https://www.jamieoliver.com/recipes/bread-recipes/fried-pizza-pizza-fritta/,Fried pizza (Pizza fritta),"['basic pizza dough recipe', 'flour', 'vegetable', 'buffalo mozzarella ball', 'tomato', 'plum tomato']"
https://www.jamieoliver.com/recipes/beef-recipes/fresh-asian-noodle-salad/,Fresh Asian noodle salad,"['cellophane noodle beanthread noodle', 'beef', 'five', 'prawn', 'sugar', 'onion', 'lime', 'fish', 'peanut']"
https://www.jamieoliver.com/recipes/beef-recipes/flash-roast-beef-with-garlic-rosemary-and-girolles-schiacciata-di-manzo-con-aglio-rosmarino-e-funghi/,"Flash roast beef with garlic, rosemary and girolles (Schiacciata di manzo con aglio, rosmarino e funghi)","['beef fillet sinew', 'drop truffle', 'salad including radicchio di treviso salad radicchio', 'really field uovoli', 'block parmesan cheese']"
https://www.jamieoliver.com/recipes/duck-recipes/five-spice-duck-salad/,Five spice duck salad,"['duck breast', 'chinese five', 'pomegranate', 'onion', 'mango', 'lime', 'sesame drizzle', 'gem lettuce']"
https://www.jamieoliver.com/recipes/fish-recipes/fish-chips-and-mushy-peas/,"Fish, chips & mushy peas","['potato', 'sunflower deep', 'fish fillet', 'flour', 'beer', 'mushy pea', 'butter', 'podded pea', 'lemon']"
https://www.jamieoliver.com/recipes/fish-recipes/fish-cakes/,Fish cakes,"['potato', 'salmon fillet', 'egg', 'lemon', 'flour']"
https://www.jamieoliver.com/recipes/pork-recipes/festive-fiesta-tacos/,Festive fiesta tacos,"['pork belly off dice', 'avocado destoned', 'tomato', 'haricot bean', 'lime', 'taco', 'lime', 'yoghurt']"
https://www.jamieoliver.com/recipes/rice-recipes/fennel-risotto-with-ricotta-and-dried-chilli-risotto-ai-finocchi-con-ricotta-e-peperoncino/,Fennel risotto with ricotta and dried chilli (Risotto ai finocchi con ricotta e peperoncino),"['herby top preserved', 'risotto bianco', 'crumbly ricotta', 'lemon', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/chicken-recipes/feel-good-chicken-broth/,Feel good chicken broth,"['chicken', 'carrot', 'celery', 'bacon', 'shiitake mushroom', 'port']"
https://www.jamieoliver.com/recipes/pasta-recipes/farfalle-with-carbonara-and-spring-peas/,Farfalle with carbonara and spring peas,"['farfalle', 'egg', 'double cream', 'pancetta bacon', 'podded pea', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/fish-recipes/fantastic-fish-finger-buttie/,Fantastic fish finger buttie,"['fish finger', 'butter', 'bread roll', 'tomato']"
https://www.jamieoliver.com/recipes/fish-recipes/fabulous-fish-stew/,Fabulous fish stew,"['mayonnaise made egg', 'lemon', 'mussel', 'clam', 'wineglass wine', 'plum tomato', 'fillet bass bream', 'fillet mullet snapper', 'fillet monkfish other fish', 'langoustine tiger prawn', 'crusty bread', 'top']"
https://www.jamieoliver.com/recipes/chicken-recipes/spiced-roast-chicken/,Spiced roast chicken,"['chicken marinade', 'chicken', 'tomato puree', 'masala', 'yoghurt', 'lemon', 'gravy', 'onion', 'wine', 'flour', 'chicken stock', 'yoghurt', 'bombay potato', 'potato', 'lemon', 'masala', 'tomato']"
https://www.jamieoliver.com/recipes/fish-recipes/delicious-roasted-white-fish-wrapped-in-smoked-bacon-with-lemon-mayonnaise-and-asparagus/,Delicious roasted white fish wrapped in smoked bacon with lemon mayonnaise and asparagus,"['fish fillet skinned pinboned', 'very', 'lemon', 'bacon pancetta', 'mayonnaise', 'asparagus']"
https://www.jamieoliver.com/recipes/lamb-recipes/dark-sticky-stew/,"Dark, sticky stew","['stewing lamb', 'flour', 'onion', 'field mushroom', 'carrot', 'parsnip', 'marmite', 'pearl barley', 'rich ale john stock', 'stock', 'chipolata sausage', 'woody']"
https://www.jamieoliver.com/recipes/vegetables-recipes/curry-base-sauce/,Curry base sauce,"['lentil', 'onion', 'carrot', 'vegetable', 'masala', 'plum tomato', 'coconut milk']"
https://www.jamieoliver.com/recipes/fish-recipes/crispy-skinned-mackerel-with-asian-inspired-dressing/,Crispy-skinned mackerel with Asian-inspired dressing,"['mug rice', 'mackerel butterflied boned', 'lemon', 'onion', 'onion', 'lime', 'sesame', 'soy']"
https://www.jamieoliver.com/recipes/duck-recipes/crispy-peking-duck-in-pancakes/,Crispy Peking duck in pancakes,"['duck', 'five', 'destoned plum', 'sugar', 'five', 'soy', 'orange', 'cucumber', 'onion', 'pack pre made pancake']"
https://www.jamieoliver.com/recipes/fish-recipes/crispy-fried-salmon-with-spring-vegetable-broth/,Crispy fried salmon with spring vegetable broth,"['chicken vegetable stock herby top reserved salmon steak scored ripped bean top podded broad bean podded pea', 'chicken vegetable stock', 'herby top reserved', 'salmon steak scored', 'ripped', 'bean top', 'podded broad bean', 'podded pea']"
https://www.jamieoliver.com/recipes/fish-recipes/crispy-barbecued-side-of-salmon-with-cucumber-yoghurt/,Crispy barbecued side of salmon with cucumber yoghurt,"['side salmon soruces', 'lemon', 'herby top', 'cucumber lengthways at interval', 'yoghurt']"
https://www.jamieoliver.com/recipes/seafood-recipes/creamy-mussels-with-smoky-bacon-cider/,Creamy mussels with smoky bacon & cider,"['tarragon', 'bacon', 'mussel', 'yoghurt', 'toast', 'rustic bread ciabatta']"
https://www.jamieoliver.com/recipes/chicken-recipes/cornish-cowboy-pasties/,Cornish cowboy pasties,"['pastry', 'butter', 'flour', 'egg', 'cornmeal polenta', 'filling', 'onion', 'chicken thigh dice', 'butternut squash', 'carrot', 'potato', 'chicken stock', 'flour']"
https://www.jamieoliver.com/recipes/vegetables-recipes/corn-chowder/,Corn chowder,"['celery', 'onion', 'flour', 'semi skimmed milk', 'potato', 'onion', 'chive']"
https://www.jamieoliver.com/recipes/vegetables-recipes/cool-mexican-bean-wraps/,Cool Mexican bean wraps,"['onion', 'cheddar cheese', 'tomato puree', 'plum tomato', 'kidney bean', 'flour tortilla', 'salad']"
https://www.jamieoliver.com/recipes/fish-recipes/coley-korma-with-fluffy-rice/,Coley korma with fluffy rice,"['korma paste', 'coley fillet scaled', 'onion', 'coconut milk', 'lemon', 'rice', 'rice']"
https://www.jamieoliver.com/recipes/fish-recipes/cod-potato-and-spring-onion-stew/,"Cod, potato and spring onion stew","['onion', 'leek', 'courgette lengthways', 'potato', 'wineglass wine', 'milk', 'stock', 'cod fillet skinned boned', 'onion', 'lemon']"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-sausage-prawn-jambalaya/,"Chicken, sausage & prawn jambalaya","['chicken thigh', 'chicken drumstick', 'andouille iberico chorizo', 'onion', 'celery', 'tomato', 'chicken stock', 'rice', 'king prawn', 'curly']"
https://www.jamieoliver.com/recipes/chicken-recipes/good-old-chicken-tikka-masala/,Good old chicken tikka masala,"['onion', 'masala', 'yoghurt', 'chicken breast off', 'butter', 'tomato puree', 'cashew', 'single cream', 'lime']"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-in-milk/,Chicken in milk,"['chicken', 'butter', 'lemon', 'milk']"
https://www.jamieoliver.com/recipes/pasta-recipes/chicken-and-mushroom-pasta-bake-spaghetti-tetrazzini/,Chicken and mushroom pasta bake (Spaghetti tetrazzini),"['porcini mushroom', 'chicken thigh skinned', 'mushroom', 'wine', 'spaghetti', 'single cream', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/pasta-recipes/cheat-s-homemade-pappardelle-with-quick-tomato-sauce/,Cheat’s homemade pappardelle with quick tomato sauce,"['tomato', 'lasagne sheet', 'parmesan cheese']"
https://www.jamieoliver.com/recipes/seafood-recipes/chargrilled-whole-squid-with-chilli-and-mint/,Chargrilled whole squid with chilli and mint,"['squid wing left', 'lemon', 'lemon']"
